Subject_ID,Survey_Code,Condition,Order_Group,Dom_Hand,SPARC_Dom,Jerk_Dom,VelInv_Dom,Dwell_Dom,Vel_Mean_Dom,Vel_Peak_Dom,Vel_SD_Dom,PathLen_Dom,RULA_Mean,Wr_Flex_Mean_Dom,Wr_Flex_SD_Dom,Wr_Dev_Mean_Dom,Wr_Dev_SD_Dom,UA_Mean_Dom,SD_UA_Dom,LA_Mean_Dom,SD_LA_Dom,Neck_Sag_Mean,Neck_Sag_SD,Trunk_Sag_Mean,Trunk_Sag_SD,Awareness,NASA-Perceived mental demand 1,NASA-perceived time pressure1,NASA_effort required1,NASA-perceived performance1,NASA-emotional experience-Insecurity,NASA-emotional experience-Discouragement,NASA-emotional experience-Irritation,NASA-emotional experience-Stress,NASA-emotional experience-Annoyement,SART-perceived task complexity,SART-readiness / alertness,SART-attentional focus on movement,SART-spare mental capacity,Perceived control&stress-perceived control of movements,Perceived control&stress-awareness of mistakes or near-mistakes,Sense of agency
6,6,baseline,A->B,DX,-0.9895794447007716,-28.05251852761987,41.0,25.76108945576553,0.2749008323149336,3.59030081245462,0.2970958447502954,17.030231915294102,3.2492447129909365,-10.873081859516615,13.001961700697986,8.486655039274924,23.272368861905765,6.997241649546827,6.110251892368227,36.34404635800605,4.507853877405507,38.69535583912386,3.3072437178220406,-2.208931185045317,5.307374468134185,66.66666667,11.11111111,33.33333333,22.22222222,44.44444444,50.0,50.0,0.0,0.0,0.0,100.0,100.0,50.0,25.0,100.0,25.0,100.0
6,6,workload,A->B,DX,-1.772826776538212,-27.00753308016206,32.0,59.39763001974985,0.1445657574201477,3.392267513693132,0.2474910569687753,8.844440788812463,3.053353658536585,-15.336309008384143,14.197857032953143,9.576773954268292,22.66733664653903,3.711255515243903,5.076977054044944,37.9688982660061,4.828005354289289,38.64347056859757,4.884179121610074,-3.6483544832317074,4.809688659631111,0.0,77.77777778,66.66666667,100.0,66.66666667,75.0,50.0,0.0,75.0,50.0,25.0,50.0,0.0,25.0,25.0,50.0,25.0
7,7,baseline,B->A,DX,-0.9558589274734206,-28.562189016451335,50.0,10.03608331966541,0.3453186942869036,3.341698881172697,0.2747741727180945,21.53524241232855,3.233259749816041,-13.61517920897719,11.766299394855078,8.601916586460632,26.782473286968266,17.988517232523915,4.1420877777196585,29.967619813833704,6.318532087542796,6.416252922737307,7.121443947747389,-12.450602179543782,3.916582808432962,100.0,0.0,0.0,0.0,88.88888889,0.0,0.0,0.0,0.0,0.0,100.0,75.0,50.0,100.0,100.0,100.0,0.0
7,7,workload,B->A,DX,-0.9725593603014896,-28.41178407498793,65.0,34.53723587979998,0.2130677852639349,3.2343957694432133,0.2501177858775381,14.370117607243118,3.307852675469076,-13.478160539958306,20.665530968179446,9.356040221681722,33.03263721987624,22.616402560806115,7.665229758078346,29.81156859277276,8.573373139199434,4.432508399583044,6.371401025620567,-8.82823409381515,3.607882332585201,77.77777778,55.55555556,11.11111111,22.22222222,33.33333333,25.0,0.0,0.0,25.0,0.0,50.0,75.0,25.0,0.0,50.0,75.0,25.0
8,8,baseline,B->A,DX,-0.9622241245348776,-27.7080201795229,45.0,12.512367258096432,0.2979425353943433,3.327808801316189,0.2462545137430681,18.406156834153688,3.028051554207733,-15.223920260045489,15.285289271364702,3.283283908263836,12.33065921209364,14.5072986656558,2.498657746209396,31.68194203712225,5.115386080061286,26.171848748294163,6.250929387581794,-9.565921328278998,2.2752342815810254,66.66666667,11.11111111,11.11111111,22.22222222,33.33333333,0.0,0.0,0.0,0.0,0.0,75.0,75.0,100.0,100.0,100.0,100.0,100.0
8,8,workload,B->A,DX,-0.9756024178653984,-27.38286816799647,48.0,66.12319140140556,0.1179392291420888,3.679005770068157,0.2545375188551638,7.117638758800458,3.1804163454124903,-20.46969523670008,7.182449081554315,3.920821956052428,15.673172369807212,13.322440030840404,5.574481916732236,10.55124567309175,4.100230775238275,16.582712150346953,6.900757876799985,-6.1066193238242095,3.86429315637626,33.33333333,88.88888889,88.88888889,88.88888889,100.0,75.0,75.0,0.0,0.0,75.0,25.0,0.0,0.0,25.0,25.0,25.0,25.0
9,9,baseline,A->B,SX,-0.9913068091080331,-28.620383075371503,59.0,6.422622378773414,0.4055636239165038,3.935285313982608,0.3039010815940818,24.95095140303952,3.0724085365853657,13.332927473323169,21.521773782316007,4.953250852896342,14.385772289451223,12.648090675304877,4.160951432798327,33.019923696646345,8.520977087844418,53.71575260213415,9.592164173120514,1.0042589298780489,5.976919602648999,100.0,0.0,11.11111111,11.11111111,33.33333333,0.0,0.0,0.0,0.0,0.0,100.0,75.0,50.0,50.0,75.0,75.0,100.0
9,9,workload,A->B,SX,-1.775740853845489,-27.29065833191498,49.0,34.857806721864065,0.1651976535820306,3.617990579791946,0.241455350634284,10.234697894201895,3.106094808126411,15.67688224303988,13.898807550803015,2.8199286704288937,15.282968316073651,11.455597917983448,5.010674802071375,37.89188299473288,10.708989570257328,66.5007182151994,9.327397879311398,-3.1661222332580885,5.294434650605629,55.55555556,77.77777778,33.33333333,88.88888889,100.0,75.0,75.0,0.0,50.0,0.0,25.0,25.0,100.0,0.0,25.0,75.0,50.0
10,10,baseline,B->A,DX,-0.9648157333503706,-28.493793911514626,54.0,9.945854930832976,0.3559749424620518,3.297634366650101,0.2687877254871527,21.94946675696167,3.0,-3.365883082889734,13.006437470416424,3.6473007794676806,12.930773662289004,3.936209076806084,7.120269400758416,32.89105209581749,4.852066648781679,10.179275590114068,2.6069230807733867,-1.253643366539924,3.500735058533864,100.0,0.0,0.0,0.0,33.33333333,0.0,0.0,0.0,0.0,0.0,100.0,100.0,50.0,100.0,50.0,50.0,75.0
10,10,workload,B->A,DX,-0.9862072066271927,-27.9343261757702,64.0,66.61332831325302,0.1389333087044158,3.2791886507535883,0.3015171604494995,10.454709380979034,3.049813200498132,-2.7090645317559154,17.741284933771954,9.420151603985056,24.090875346859978,10.749087209838104,6.79733160108357,37.13925210834371,10.981835375763875,38.746020287048566,21.08087781148461,-6.142228571523508,4.057640774053625,66.66666667,22.22222222,0.0,22.22222222,66.66666667,25.0,0.0,0.0,0.0,0.0,75.0,75.0,75.0,75.0,50.0,75.0,75.0
11,11,baseline,A->B,DX,-0.9967028289912604,-28.59209956233479,60.0,6.073476672891636,0.3578796073831738,3.769251084813475,0.2642425010302632,22.2713049809362,3.00301431801055,-14.91423895930671,13.404729524371051,6.213238366993217,30.23304828483463,-2.6519164235116808,7.453468463981806,31.68194203712225,8.346308898632124,34.93123883044461,6.162595661628953,-8.798485597588545,5.657164609740264,100.0,44.44444444,55.55555556,44.44444444,22.22222222,25.0,0.0,0.0,25.0,0.0,75.0,75.0,75.0,100.0,75.0,50.0,75.0
11,11,workload,A->B,DX,-0.9656507429521944,-27.502272782423,50.0,42.406353108623925,0.1469166889069541,3.3948382965386714,0.2237716607210131,9.20069631406056,3.061801935964259,-7.746594778108712,17.97525313901152,10.31485947803425,35.9874037877438,5.787295554728221,9.003196371875449,55.282361862993305,15.00493765809554,19.35377105882353,10.607337966826387,-7.322981548026806,4.784519731007206,77.77777778,88.88888889,100.0,88.88888889,33.33333333,75.0,25.0,25.0,50.0,25.0,25.0,25.0,50.0,100.0,50.0,100.0,50.0
12,12,baseline,B->A,DX,-0.9823063009491687,-28.510564413891927,59.0,3.2911392405063298,0.4337804090998149,3.81813429851308,0.2809430857422735,25.9069164110434,2.993141289437586,-9.073374717421125,12.770181323436818,5.721366767489712,21.820083706190136,6.936354482853223,5.807415050093306,40.35288847599451,6.009881798997305,19.62269569958848,7.706126813934893,-5.409073678326474,4.419603422575258,100.0,11.11111111,11.11111111,11.11111111,11.11111111,0.0,0.0,0.0,0.0,0.0,100.0,75.0,100.0,25.0,100.0,100.0,100.0
12,12,workload,B->A,DX,-1.241199631294005,-28.320797180103423,43.0,2.39401578435734,0.3965843338591949,3.787958314680208,0.2661220186068587,23.45274098335329,2.9951523545706373,-13.774294716066484,15.756343205344004,10.310095680055404,25.47715070584107,9.442230619113571,2.90484588868993,49.173021828254846,14.43582816710733,7.237830092105264,6.414473499546796,-4.210264320637119,4.376017670365362,77.77777778,77.77777778,88.88888889,44.44444444,22.22222222,100.0,50.0,50.0,75.0,50.0,25.0,25.0,25.0,25.0,50.0,0.0,25.0
13,13,baseline,A->B,DX,-1.0364001549458148,-27.41550146536057,49.0,27.80650950322212,0.2285095502116241,4.112901871533817,0.2897427167850017,14.241372324321365,3.0,-14.882847920480122,10.429562335549685,4.748675363090773,19.02394328907479,0.0342091695423854,5.416472988190584,37.14143543285821,6.8978898720907225,37.81929760465116,8.87857866769945,-5.612875414103526,3.564818104986792,83.33333333,11.11111111,22.22222222,0.0,33.33333333,25.0,0.0,0.0,0.0,25.0,100.0,50.0,25.0,50.0,75.0,50.0,50.0
13,13,workload,A->B,DX,-0.9786590692095508,-27.199304793162938,38.0,44.33483382817738,0.1855962784558872,3.656077584653328,0.2579567352407781,11.76017333897378,3.0,-15.629412326455418,10.894338219435404,6.949565877671333,21.373208889615498,0.8325845814296242,7.7894300798342195,39.59601479882093,5.347283927039748,33.49473200221076,9.00566734820761,-7.067507576271185,4.643338039704454,77.77777778,66.66666667,33.33333333,22.22222222,44.44444444,25.0,0.0,0.0,0.0,0.0,50.0,75.0,25.0,50.0,75.0,75.0,100.0
14,14,baseline,B->A,DX,-0.9559886411472382,-28.699519122232783,61.0,1.9950165568342024,0.4722532316087094,3.4302305562562188,0.3065797416946304,28.33525840971278,3.001566170712608,8.976489431480031,21.708722745127304,10.563656368050118,31.569363201180664,8.54381999686766,6.733905546817257,37.23694729522318,9.298735461233594,38.09169005638214,6.650164889119655,-7.366491840250587,3.72998125303856,33.33333333,22.22222222,11.11111111,22.22222222,44.44444444,0.0,0.0,0.0,0.0,50.0,100.0,0.0,75.0,50.0,75.0,75.0,75.0
14,14,workload,B->A,DX,-1.289637510939156,-29.01064172301597,57.0,6.014010923771075,0.4542048171039812,3.492042555832225,0.2959029263336431,31.07309237330299,3.2082474226804125,1.4280956048109965,13.58872713158566,10.03625258831615,34.86049365992339,15.11213663436426,8.959311610468081,52.22024746804124,18.787662942111123,41.68858433608248,11.907823665517524,-1.0473468804123711,4.057640774053625,77.77777778,77.77777778,44.44444444,77.77777778,44.44444444,75.0,0.0,0.0,50.0,0.0,25.0,75.0,25.0,75.0,25.0,25.0,0.0
15,15,baseline,A->B,DX,-0.987592788387602,-28.16503679970192,48.0,27.229588968618764,0.3055741005906995,3.5401693064488704,0.3204417939066123,19.01176450479252,3.0,-24.07058439006024,8.04947823064042,3.8191993207831327,12.161904422444284,7.654287981174699,5.531290645959705,19.326607081325303,6.583231915465103,25.510046025602406,7.921476591284198,-3.537085774096385,3.2733881710215003,116.6666667,11.11111111,55.55555556,44.44444444,33.33333333,0.0,0.0,0.0,25.0,0.0,100.0,75.0,75.0,75.0,100.0,100.0,100.0
15,15,workload,A->B,DX,-1.2232504941157345,-27.34453294161729,47.0,60.0566213801066,0.132239357974802,3.5249568908442828,0.2510341483636578,8.40595989834067,3.0065982404692084,-29.870365565982407,5.946204392548895,4.127731652492668,13.504479585823432,9.25506118255132,3.388026583021193,17.284284546920823,12.949711634274122,7.639446214076245,8.75308907014177,-6.618766286656891,4.299605808365948,66.66666667,88.88888889,77.77777778,77.77777778,44.44444444,75.0,75.0,50.0,100.0,50.0,25.0,25.0,25.0,25.0,50.0,50.0,25.0
16,16,baseline,B->A,DX,-0.988626488862966,-27.97265717104379,45.0,12.909058036521426,0.3256750321570504,3.4215361846921626,0.2797378329390778,20.149622011851715,3.189250567751704,-26.28881483951552,9.084537558471457,3.703714909916729,13.533833946966492,7.726150647993944,5.241307183097718,21.80970131037093,5.767824582151086,12.820391521574564,7.907158333815493,-5.767929616199849,3.4946911084687104,100.0,0.0,0.0,0.0,11.11111111,0.0,0.0,0.0,0.0,25.0,100.0,100.0,75.0,100.0,100.0,75.0,100.0
16,16,workload,B->A,DX,-1.674529554332048,-27.656370760093104,38.0,25.69763977622562,0.2356380147202293,3.545010017927681,0.2685622706353074,14.52717462682238,3.1980273141122915,-27.28443233687405,9.942412337992025,4.350114214719271,17.11568257486425,7.314378317905917,6.15522402110718,20.219387995447647,5.19949567871483,11.14401192185129,8.795670008407939,-6.6410423694992415,3.983022243530469,150.0,55.55555556,22.22222222,22.22222222,22.22222222,50.0,0.0,0.0,25.0,0.0,50.0,50.0,25.0,75.0,100.0,100.0,100.0
17,17,baseline,A->B,DX,-0.986383981406644,-28.773793894168797,70.0,2.641633728590252,0.4662858448447999,3.498925756782715,0.2778548515587446,28.871779366209505,3.095671981776765,-33.17348813135915,11.562341370080777,3.858170551252848,11.793117611072857,-2.6779219741837506,4.987151892590351,30.98246180941534,3.122141381712475,48.24298656871678,6.914077242249446,-2.721958359149582,1.2618757257669713,150.0,0.0,0.0,44.44444444,44.44444444,75.0,0.0,0.0,0.0,0.0,100.0,50.0,75.0,100.0,75.0,50.0,75.0
17,17,workload,A->B,DX,-0.9639285399741296,-28.571279434955564,58.0,4.740354501779069,0.4144894056736414,3.4530934592179525,0.2833665199952639,25.551568315654546,3.028941355674029,-32.59959195201827,17.27652356756569,4.7500194440213255,14.1851770306873,-0.6622698766184311,5.181811801107052,31.533453675552167,3.9554850487873474,34.26027573571973,7.801086717874923,-4.224517936024371,2.691964702674458,116.6666667,77.77777778,33.33333333,88.88888889,77.77777778,75.0,0.0,0.0,50.0,0.0,50.0,25.0,25.0,25.0,25.0,75.0,25.0
18,18,baseline,B->A,DX,-0.9903274251843336,-28.899427597307835,60.0,2.980832782551223,0.4563768553954024,3.442969071351833,0.2693753933685453,28.51889539399645,3.0781345110492575,5.833930887885628,18.914038622120508,9.237740565838978,29.969957348411864,20.113238331076,6.363463212923399,28.18204756583897,4.680467424058192,22.87579978555305,5.729847867256561,-5.693989266408635,4.698680940679471,116.6666667,11.11111111,11.11111111,11.11111111,11.11111111,0.0,0.0,0.0,0.0,0.0,100.0,0.0,25.0,25.0,75.0,75.0,75.0
18,18,workload,B->A,DX,-1.4810877482893396,-28.13699049672504,31.0,43.28052815831961,0.2685109935488797,3.52013245252562,0.2641944723344785,17.02488055993868,3.0856973453302525,-7.021826150999261,14.490296150801644,8.224493167283494,26.20302534048221,8.3802559453175,8.81047194550214,16.198593561065877,5.806574495555485,7.706798900074019,6.379049349891603,-10.127478355292377,4.409920460391644,83.33333333,77.77777778,55.55555556,44.44444444,33.33333333,75.0,50.0,50.0,75.0,25.0,25.0,75.0,25.0,75.0,75.0,75.0,50.0
